Name,Latitude,Longitude
Clear Lake Seaplane Base,42,-85
Business Center of Alabama Heliport,32,-86
Algarrobo Airport,10,-74
Carl Folsom Airport,31,-86
Defuniak Springs Airport,31,-86
Station 219 Heliport,41,-80
Stennis International Airport,30,-89
Graham Hospital Heliport,41,-90
Clayton Heliport,36,-84
Napoleon Airport,42,-84
Hummel Field,38,-76
Wilkes Barre Wyoming Valley Airport,41,-76
Foothills-Holcomb Airport,34,-84
Screven Ems Heliport,33,-82
Santa's Airport,43,-72
Centre-Piedmont-Cherokee County Regional Airport,34,-86
Flying H Heliport,27,-80
Bluffton Airport,41,-84
Hughes Airport,43,-90
Ottawa / Gatineau Airport,46,-76
Oberlander Airport,42,-80
"Tilcon Roncari, Inc. Heliport",42,-73
S & S Avion Ranch Airport,29,-82
Rosita Airport,14,-84
General Bartolome Salom International Airport,10,-68
Kosik Private Airport,41,-82
Baskatong Lake Airport,47,-76
Wentworth Aerodrome Airport,44,-72
Cng Division 4 Heliport,39,-80
Viking Airport,35,-79
Ste-Anne-De-Sorel Airport,46,-73
B & C Airport,42,-89
Hunterdon Medical Center Heliport,41,-75
Riveredge Airpark,43,-76
Ratcliff Airport,40,-87
Norcross Helipad Heliport,43,-78
Pigeon Forge Heliport,36,-84
Tegethoff Heliport,43,-86
Mac-Ivor & Friends Airstrip,26,-80
Hisle Field,38,-84
Cole Farm Airport,43,-71
Madison Municipal Airport,34,-83
Lautzenhiser Airpark,42,-85
Blevins Airport,41,-84
Southern Illinois Airport,38,-89
Acme Heliport,42,-83
Empire Airport,45,-86
Dover Downs Helistop,39,-76
Smith Mountain Lake Airport,37,-80
Tokeena Air Park,35,-83
Lakewood Airpark,45,-89
Tuscola Area Airport,43,-83
Bremen Airport,10,-84
Armada/Hoffler Business Center Heliport,37,-76
Cartersville Airport,34,-85
St-Jérôme Airport,46,-74
Antique Aerodrome,44,-88
Port Loring Seaplane Base,46,-80
Sells Airport,32,-87
Southern Training Center Heliport,40,-75
Thorn Field,40,-86
Marcellus Airport,43,-76
Shenandoah Valley Farms Airport,34,-89
Andrew RLA Restricted Landing Area Airport,40,-88
Miller Field,43,-83
Duke University North Heliport,36,-79
Dripping Springs Farm Airport,36,-87
Pleasant Beach Heliport,42,-71
Grimes Properties Heliport,39,-77
Marsteller Airport,40,-77
Morton's Airport,42,-80
North Haven Heliport,41,-73
River Oak Airport,27,-81
Rancho Nuevo Airport,10,-85
Robert F Swinnie Airport,33,-80
Myakka Head Airport,27,-82
NG Hammonton Armory Helistop,40,-75
Westover ARB/Metropolitan Airport,42,-73
Montgomery County Airpark,39,-77
Pinckneyville Du Quoin Airport,38,-89
Frasca Field,40,-88
Craig Cove Seaplane Base,42,-71
North Port Ems Heliport,27,-82
Englehart (District Hospital) Heliport,48,-80
Spirit of Washington Heliport,39,-77
Virginia Beach General Hospital Heliport,37,-76
Atterbury Field (Camp Atterbury),39,-86
University of Chicago Hospitals Heliport,42,-88
Triple Tree Airport,35,-82
Kimbowrosa Farm Airport,39,-75
Stone Castle Motel Airport,41,-77
RCAF Pennfield Ridge,45,-67
Coles County Memorial Airport,39,-88
County Line Airstrip,31,-85
Covington Airport,37,-80
Flying J Airport,40,-84
Arnot Ogden Hospital Heliport,42,-77
Christ Hospital Heliport,39,-85
Baptist Memorial Hospital-Golden Triangle Heliport,34,-88
Bishops Airport,33,-84
Freeport Sulphur Heliport,29,-90
Ozaukee Airport,43,-88
Pedeca  Heliport,10,-67
Hobbs Airport,33,-90
Senneterre Airport,48,-77
Rainbow Air Heliport,43,-79
Florida Sheriffs Boys Ranch Airport,30,-83
Schroon Lake Airport,44,-74
Eagle Field,41,-78
Milwaukee County Medical Complex Heliport,43,-88
Doctors Memorial Hospital #2 Heliport,30,-84
Bean Blossom Airport,43,-84
Deerfield Airport,38,-77
Lake James Seaplane Base,42,-85
"Dewitt Field,Old Town Municipal Airport",45,-69
Cottingham Airport,40,-87
Flying M Ranch Airport,34,-86
Porter Memorial Hospital Heliport,41,-87
O'Dwyer Airport,40,-75
Skala Airport,40,-80
Marlette Airport,43,-83
Bandmill Field,39,-88
Sheeley's Farm Airport,42,-74
Mccharen Field,34,-89
Cap-de-la-Madeleine,46,-73
Stoney Point (Trepanier),42,-83
The Murphy Company Heliport,27,-80
Telfair Wheeler Airport,32,-83
Marks Heliport,42,-73
Aviacres Airport,39,-78
Rondo Heliport,42,-73
Beverly Airport,38,-76
Igor I Sikorsky Memorial Airport,41,-73
Baptist Memorial Hospital Union County Heliport,34,-89
Aaron Penston Field,37,-79
Waters Heliport,28,-82
Ledgedale Airpark,43,-78
Reedsburg Memorial Hospital Heliport,44,-90
Black Hawk Heliport,41,-90
Keller Brothers Airport,40,-76
Wgcl-Tv Heliport,34,-84
Allen St Peter Memorial Airport,47,-68
Sauðárkrókur Airport,66,-20
Wildy Field,38,-90
Charles G. Kalko Airport,42,-75
Piney Creek Airport,35,-86
Ahearn Heliport,42,-72
Wm Quinton Restricted Landing Area,40,-89
Bemer Heliport,42,-73
Hca L.W. Blake Hospital Heliport,27,-83
Taylors Flight Park Airport,42,-86
Egolf Airport,40,-77
Robinson Private Airport,39,-77
Franklin Regional Hospital Heliport,43,-72
Brooks Field,42,-85
Salem Field,36,-87
Hemingway Stuckey Airport,34,-80
Kangersuatsiaq Heliport,72,-56
Nichols Airport,42,-80
Mayo Clinic Heliport,30,-81
Finger Lakes Regional Airport,43,-77
Elite Helicopters Heliport,32,-83
Trade Zone Heliport,41,-75
Griffin's Main Office Heliport,28,-82
Berlin Fairgrounds Heliport,42,-73
Bertino Heliport,40,-75
Richton Perry County Airport,31,-89
Toronto Aerodrome,44,-79
Motola's Paving Heliport,41,-76
Mingo County Airport,38,-82
Cherokee Heliport,41,-79
Tasiusaq (Qaasuitsup) Heliport,73,-56
Mount Aero Lake Farm Airport,34,-87
Arcade Tri County Airport,43,-78
Wayne Office Helistop,41,-74
Thomas C Russell Field,33,-86
Pegasus Ranch Airport,33,-82
Bittner-Whitsel Airport,40,-78
Borgess Medical Center Heliport,42,-86
Bowling Green Warren County Regional Airport,37,-86
Viola Farm Airport,31,-85
Columbia County Airport,42,-74
Barnes Farmland Airport,41,-80
Vista Medical Center-East Heliport,42,-88
Meyers Heliport,36,-83
Eagle's Nest Airport,38,-86
Detroit Metropolitan Wayne County Airport,42,-83
Dayton Heliport,40,-75
Warrenton Fauquier Airport,39,-78
San Jose de las Lajas Hgway Airstrip,23,-82
Nobel / Lumsden Air Park,45,-80
Buena Vista Farm Airport,39,-84
Mora Development Corp Heliport,18,-66
Freeman Municipal Airport,39,-86
Chesak Airport,41,-87
Dotson Airport,31,-87
Fleet Field,41,-86
Burgeo (Calder Health Care Corp) Heliport,48,-58
Franklin Center Airport,42,-80
Anna's Airport,35,-83
Community Memorial Hospital Heliport,39,-90
Jj & Pk Airport,40,-78
Georgia Baptist Urgent Care Heliport,32,-84
Samaritan Medical Center Heliport,44,-76
Valley Vista Airport,39,-83
Aeroatun  Heliport,10,-64
Gualguire Airport,14,-88
Philbrick Mountain Airport,45,-69
Illinois Valley Regional-Walter A Duncan field,41,-89
Marshfield Municipal Airport,45,-90
Summit Ice Landingstrip,73,-39
Josephs Airport,39,-75
B & W Metals Company Heliport,39,-85
The Farm Airport,33,-83
B-Town Heliport,42,-72
Clark Heliport,43,-71
Emerald Mountain Airport,32,-86
Montréal / Boucherville Water Aerodrome,46,-73
Haggin Heliport,38,-85
Smith Airport,43,-79
Terrance B. Lettsome International Airport,18,-65
Freeway Airport,39,-77
Yeager Airport,38,-82
Air Rahe Airport,42,-84
Hammond-Henry Hospital Heliport,41,-90
Redpath Restricted Landing Area,38,-90
Hubbard Landing Seaplane Base,31,-88
Davidson County Airport,36,-80
Port Newark Helistop,41,-74
Summe Farm Heliport,40,-86
Pembroke Farm Airport,40,-76
Calvin Campbell Municipal Airport,45,-85
Air Acres Airport,34,-84
Brodhead Airport,43,-89
Cloverdale Farm Airport,43,-76
Brandywine Hospital Heliport,40,-76
Tavernaero Park Airport,25,-81
Mountain Air Airport,36,-82
S & C 8th & Market Helistop,40,-75
Blackcreek International Heliport,30,-82
Wilson Heliport,42,-88
E L Gruber Heliport,40,-76
Donn Heliport,41,-82
Marked Tree Municipal Airport,36,-90
Enterprise Municipal Airport,31,-86
Orlando Regional Medical Center Heliport,29,-81
Jbr Airport,39,-84
Rolling Meadows Airfield,33,-85
Rice Private Heliport,40,-87
Southampton Village Heliport,41,-72
Lee Bottom Airport,39,-85
St Joseph Hospital Heliport,39,-77
Layden Heliport,42,-87
Reykjanes Airport,66,-22
Detroit Medical Center Heliport,42,-83
Horak Airport,30,-88
Tuscola Airport,40,-88
Circle P Farm Airport,35,-77
Seavair's Landing Seaplane Base,42,-73
Chesapeake Energy Center Heliport,37,-76
Clear Sky Heliport,42,-86
Bloyer Field,44,-90
Guayabillas Airport,15,-87
Cleveland Hopkins International Airport,41,-82
Crooksville Airport,40,-82
Woodstock Airport,39,-79
Bryan Airport,41,-85
Sky Ranch Airport,31,-87
Lakeland-Noble F. Lee Memorial field,46,-90
One Police Plaza Heliport,41,-74
Vacottage Heliport,43,-85
Americus / Phoebe Sumter Heliport,32,-84
Piso Airport,45,-88
Mcintosh Field,33,-85
Kutztown Airport,41,-76
Salem Leckrone Airport,39,-89
Clinton County Fairgrounds Heliport,40,-87
District Nr 8 Heliport,39,-84
Webster Airport,40,-86
Mann Airport,39,-88
Aero Plaines Airport,39,-87
Warner Airstrip,41,-83
Welch Heliport,40,-88
City of Highland Park Heliport,42,-88
Arnolds Airport,38,-85
Chipman Airport,46,-66
Hidden Acres Farm Airport,39,-75
Kilsoquah Farm Airport,41,-85
Alexandria Airport,41,-75
Turner Field,36,-89
Mount Fuji Airport,43,-88
Cloudbound Airport,40,-77
Rouses Point Seaplane Base,45,-73
W H 'Bud' Barron Airport,33,-83
Puerto Seco Airstrip,18,-77
Anderson Airport,43,-85
Mexico Farms Airport,40,-79
Graham Airport,34,-80
Matoush Airport,52,-72
Winthrop University Hospital Heliport,41,-74
Mckimmy Field,43,-84
Centralia Correctional Center Heliport,39,-89
Jumbolair-Greystone Airport,29,-82
Finca 12 Airport,15,-88
American Cyanamid Company Helistop,30,-90
Anderson Airport,42,-89
Unigas I  Heliport,10,-71
Deborah Heart & Lung Center Heliport,40,-75
Kirk Air Base,35,-81
Pine Island Helistop,27,-82
Poverty Airport,41,-77
Drummond Heliport,11,-74
Branning Field,42,-75
Horizon Hill Heliport,42,-71
Westtown Airport,41,-75
South Bend Regional Airport,42,-86
Essex County Airport,41,-74
Baney's Airport,40,-77
B-Ville Airpark,43,-76
Mershon Airport,40,-86
Middle Sedge Island Heliport,40,-74
A & L Airport,38,-87
Jewish Hospital Heliport,38,-86
Charlotte County Airport,27,-82
Kinsey RLA Restricted Landing Area,40,-90
Merian Seaplane Base,36,-85
Spencer's Airpark,30,-82
River's Edge Farm Airport,39,-78
Mac Crenshaw Memorial Airport,32,-87
Taboga Airport,10,-85
Manchioneal Airstrip,18,-76
Eliza Coffee Memorial Hospital Heliport,35,-88
Bowman Field,40,-83
Kenosha County Heliport,43,-88
Lemont Fire Dept Heliport,42,-88
Lanier Heliport,34,-84
Arcadia Municipal Airport,27,-82
Fort Lauderdale Hollywood International Airport,26,-80
Ruhe's Airport,41,-84
Horta Airport,39,-29
Piggott Municipal Airport,36,-90
Rockfish Airpark,38,-79
C.J.K. Airport,42,-76
St. Anthony Airport,51,-56
Hidden Lake Airport,28,-83
Owen Air Park,39,-85
G W Farm Airport,39,-76
Security Ford Heliport,39,-77
Temagami Seaplane Base,47,-80
Peach State Airport,33,-84
Olive Branch Airport,35,-90
Cape Cod Airport,42,-70
Thornton Airport,36,-89
Harris County Airport,33,-85
Casa De Aero Park Airport,42,-89
Aliquippa Hospital Heliport,41,-80
Tailwinds Airport,27,-80
Mount Carmel East Hospital Heliport,40,-83
Post Air Airport,40,-86
Camp Edwards Heliport,42,-71
Union Municipal Airport,33,-89
Miller Airport,39,-87
Northwest Alabama Regional Airport,35,-88
Haysfield Airport,39,-77
Best Western Red Jacket Inn Heliport,43,-79
Rose Retreat Farm Airport,38,-78
Houseman Airport,38,-89
Circle K Airport,45,-90
Trent Lott International Airport,30,-89
Miami Heliport,26,-80
Cirino Heliport,41,-81
Myrtle Beach International Airport,34,-79
Prtc Office Building Heliport,18,-66
Barber Airport,41,-81
Isbell Heliport,36,-76
Spencer Airport,35,-81
Woolsey Memorial Airport,45,-86
Rotstein Airport,42,-89
Andrews University Airpark,42,-86
Long Hill Heliport,43,-72
Market World Airport,28,-82
T & M Companies Heliport,43,-84
Canaan Air Base,35,-77
Fl-Airfield,40,-83
Salt Box Airport,41,-81
E M M D Plant Heliport,35,-82
Hospital Brandon Helistop,28,-82
Merritt Island Airport,28,-81
Travis Airport,41,-79
W.P.H.S. Heliport,40,-80
Brown Stagefield Army Heliport,31,-86
Cerrejón Central Airport,11,-73
Brookhaven Airport,41,-73
Sidney Municipal Airport,40,-84
Ajax (Pickering General Hospital) Heliport,44,-79
Jaguey Grande North Airport,23,-81
Mansfield Cpc Heliport,41,-83
Grand Marais Airport,47,-86
Wilson Memorial Regional Medical Center Heliport,42,-76
Sugar Creek Farm Airport,40,-89
Beamsville/Panterra Heliport,43,-79
Torrey Airport,44,-73
Bildudalur Airport,66,-24
Bowman Field,38,-86
Tiniteqilaaq Heliport,66,-38
Davies Airport,44,-88
Eagle Field,44,-70
Bentley Airport,40,-76
Nobuzzn Airport,36,-87
Lee Farms Airport,29,-82
Wings Field,29,-83
Crystal River Airport,29,-83
Bob Paul Airport,27,-81
Hickory Grove STOLport,34,-86
Northern Lights Airport,45,-73
Calusa Ranch Airport,26,-81
Horizons Heliport,39,-84
Kelly Tractor County Heliport,26,-80
Greenville Downtown Airport,35,-82
Waverly Landing Airport,33,-85
Wilson Industrial Air Center Airport,36,-78
Roy Burden Restricted Landing Area,40,-89
Midlakes Airport,43,-77
Harrod/Rose Airport,39,-86
La Ligia Airport,10,-84
Grand Valley North,44,-80
Kings Land O' Lakes Airport,46,-89
Ernest E Orwig Airport,41,-90
Norfolk Ns (Chambers Fld) Airport,37,-76
Harper Ridge Airport,41,-81
Greensburg Jeannette Regional Airport,40,-80
Richardson Strip,35,-90
Potomac Hospital Helistop,39,-77
Quitman Brooks County Airport,31,-84
Express Marine Heliport,40,-75
Ferguson Seaplane Base,29,-81
Battle Creek Airport,43,-89
F&F Airpark Airport,42,-75
Schulteis Field,40,-77
Mc Cullough Hyde Hospital Heliport,40,-85
Pine Cay Airport,22,-72
Johnston Airport,36,-81
Antonio Nery Juarbe Pol Airport,18,-67
New Liskeard Airport,48,-80
Malbone Estate Heliport,42,-71
Univ of Tennessee Lifestar Sweetwater Heliport,36,-84
Lynnhaven Heliport,37,-76
Cape Girardeau Regional Airport,37,-90
Heavenly Flights Heliport,36,-82
Buenavista Airport,11,-73
Thomas Contracting Heliport,30,-82
St Mary's Hospital - Decatur Heliport,40,-89
Boone Inc Airport,36,-82
Private Sealanes-Jamaica Bay Seaplane Base,41,-74
Carroll County-Tolson Airport,41,-81
Oshkosh Sky Ranch Airport,44,-89
Baie Comeau Airport,49,-68
West Jefferson Medical Center Heliport,30,-90
Clinch Valley Medical Center Heliport,37,-82
Seven Lakes Airport,33,-84
Adirondack Airpark Estates Airport,45,-74
Sunrise Acres Airport,39,-85
David's Landing Airport,43,-83
Doss Field,44,-85
Read Seaplane Base,46,-86
Alberter Farms Airport,40,-79
Guardalavaca Airport,21,-76
Shannon Flight Strip,34,-85
Ware-Wolf Lake Heliport,38,-89
Quantum (Shrewsbury) Heliport,42,-72
Herrin Hospital Heliport,38,-89
Cerro Negro  Heliport,10,-64
Eagle's Landing Airport,27,-82
Cherokee County Airport,34,-84
Waltman Airport,41,-80
Johnsons Strawberry Farm Airport,42,-87
Myers Airport,42,-87
Deck Airpark,36,-79
Herlong Airport,30,-82
Lowe AHP (Fort Rucker) Heliport,31,-86
Northern Maine Regional Airport at Presque Isle,47,-68
Jamestown Municipal Airport,36,-85
Guanacaste Airport,10,-85
Abbey Etna Heliport,42,-84
State Highway Paris Heliport,40,-88
Webster Field,44,-70
Black Tickle Airport,53,-56
Aden Field,39,-78
Pleasantville Pentacostal Church Heliport,36,-88
Wellington Aero Club Airport,27,-80
Alcovy Airport,34,-84
Byrd Air Field,30,-82
Cumberland River Hospital Heliport,37,-86
Fishermen's Hospital Emergency Helistop,25,-81
Coxton Lake Heliport,42,-75
Forbes Heliport,44,-71
Auxiliary Airfield,27,-78
Zayti Field Heliport,42,-84
St Charles County Smartt Airport,39,-90
Kenley Airport,41,-81
Belforest Airport,31,-88
Hoopers Heliport,38,-75
Umiujaq Airport,57,-77
Woodcock Airport,41,-86
Grand Falls Airport,47,-68
Citadelle de Québec Heliport,47,-71
Bennetts Airport,44,-74
Perry Foley Airport,30,-84
Bay Creek Airport,35,-77
Montreal / Laval (Artopex Plus) Heliport,46,-74
Maybee Airport,42,-84
Flamingo Airport,10,-86
Pointe-à-Pitre Le Raizet,16,-62
Amherst Heliport,46,-64
Saxon Airport,47,-90
Brookside Farms Airport,40,-77
Stouffer Grand Beach Resort Heliport,18,-65
Idylease Helistop,41,-74
Sauer-Harter Airport,40,-86
Chase Manhattan Bank of Ct Heliport,41,-73
Bradley Memorial Hospital Heliport,35,-85
Marion County Airport,34,-79
Rider Heliport,43,-71
Duda Airstrip,27,-81
Turtle Airport,43,-89
Red Roof Inns Heliport,40,-83
Double 'O' Farm Airport,32,-84
Abbeville Airport,34,-82
Garrett County Airport,40,-79
Shelburne (Roseway Hospital) Heliport,44,-65
Clark Field,44,-70
Muddy Toes Heliport,38,-76
Justus Airport,40,-88
Cherry Ridge Airport,42,-75
De Motte Airport,41,-87
Major W. Guth STOLport,43,-72
La Grande-4 Airport,54,-74
Crippen Creek Farm Airport,38,-76
Mercy Hospital Helistop,42,-84
St Hyacinthe Airport,46,-73
Santa Fe Airport,23,-83
Wade Plantation Airport,33,-82
Parker Airport,41,-75
Taylorville Memorial Hospital Heliport,40,-89
Grove City Medical Ctr Heliport,41,-80
Glasgow Municipal Airport,37,-86
Logan Plant Heliport,40,-75
West Memphis Municipal Airport,35,-90
Collier Airpark,30,-88
Lenoir Memorial Hospital Heliport,35,-78
Theda Clark Regional Medical Center Heliport,44,-88
Blairstown Airport,41,-75
Strawbridge Christiana Mall Heliport,40,-76
Baptist Hospital Heliport,35,-90
Ted's Place Airport,40,-88
Maury Regional Hospital Heliport,36,-87
Portland Municipal Airport,40,-85
Sky Classics Field,40,-77
Evanston Water Plant Heliport,42,-88
"Brooksville International Airways, Inc. Heliport",28,-81
Testoni Farms Airport,41,-89
Webster Nolf Airport,38,-76
Fla-Net Airport,41,-75
Deaconess Nashoba Hospital Heliport,43,-72
New Tazewell Municipal Airport,36,-84
Chatsworth Restricted Landing Area,41,-88
Terry's Airport,41,-85
Aérodrome Saint-Louis,47,-71
El Frances Airport,23,-83
Mundale Airport,42,-73
Harriman and West Airport,43,-73
Peñuela / Esperanza Field,20,-71
West Private Airport,39,-75
St Margaret Memorial Hospital Heliport,40,-80
Sommerset Strip,33,-85
Loudon Justice Center Heliport,36,-84
Woodbine Municipal Airport,39,-75
Sullivan County International Airport,42,-75
Barrow County Airport,34,-84
Punta Gorda Airport,10,-64
Groennedal Heliport,61,-48
Cross' Farm Airport,43,-74
Paoli Memorial Hospital Heliport,40,-75
Goose Hunt Farm Airport,39,-78
Styron Airport,30,-88
Middle Caicos Airport,22,-72
Saint Elizabeth Medical Center Heliport,41,-81
Cobo Hall Heliport,42,-83
Paruszewski Farm Strip,40,-75
University Hospital Heliport,33,-82
Raylene Airport,39,-85
Portsmouth International at Pease Airport,43,-71
Edelen Field,38,-77
Steuart Office Pad Heliport,39,-77
Swan Valley Farm Airport,42,-90
"Charles A. Cannon, Jr Memorial Hospital Heliport",36,-82
W K Kellogg Airport,42,-85
San Pedro Airport,14,-85
Oakley Airport,36,-87
Hunt Stagefield Army Heliport,31,-86
Jack Barstow Airport,44,-84
Gorman Airport,41,-82
Blue Hill Airport,44,-69
East Liverpool City Hospital Heliport,41,-81
Frings Airport,41,-89
Univ of Tennessee Medical Center Heliport,36,-84
Centre Municipal Airport,34,-86
Greene County Regional Airport,34,-83
Ciba-Geigy Heliport,41,-74
Bully Field,36,-79
St. Elizabeth Hospital Heliport,43,-75
Rapaco II Airport,14,-87
Osvaldo Vieira International Airport,12,-16
Rush STOLport,40,-87
Peekskill Seaplane Base,41,-74
Southern Adams County Heliport,40,-77
Gruetter Airport,42,-83
Wsvn Television Channel 7 Heliport,26,-80
Port-Cartier Airport,50,-67
Markham Airport,44,-79
Snowshoe Heliport,38,-80
Agostinho Neto Airport,17,-25
Mansfield General Hospital Heliport,41,-83
Luisa Airport,10,-68
Tamms Correctional Center Heliport,37,-89
Westmoreland Airport,41,-72
Renshaw Airport,38,-87
Charlottetown Airport,53,-56
Culpeper Regional Airport,39,-78
Du Rocher-Percé (Pabok) Airport,48,-65
La Tortuga Punta Arena Airport,11,-65
Wadsworth Municipal Airport,41,-82
Lagrange Callaway Airport,33,-85
Neshoba General Hospital Heliport,33,-89
Rular Airport,39,-78
Hannah Rhea Field,33,-81
Starkey's Airport,40,-85
Mc Knight Airport,40,-83
